,respondent_id,opinion_seas_risk,doctor_recc_seasonal,opinion_seas_vacc_effective,age_group,health_worker,h1n1_knowledge,behavioral_hands_attention,seasonal_vaccine
1437,1437,5.0,1.0,5.0,2,0.0,1.0,2.0,1
1438,1438,3.0,1.0,5.0,4,0.0,2.0,2.0,1
1439,1439,4.0,0.0,3.0,2,1.0,2.0,2.0,0
1440,1440,5.0,1.0,2.0,0,0.0,2.0,2.0,1
1441,1441,4.0,0.0,4.0,2,0.0,1.0,2.0,1
1442,1442,2.0,1.0,5.0,0,0.0,2.0,2.0,0
1443,1443,4.0,1.0,5.0,1,1.0,2.0,2.0,1
1444,1444,1.0,1.0,3.0,1,0.0,1.0,2.0,0
1445,1445,4.0,1.0,5.0,4,0.0,1.0,2.0,1
1446,1446,2.0,0.0,5.0,0,0.0,0.0,2.0,0
1447,1447,4.0,0.0,5.0,2,0.0,1.0,0.0,1
1448,1448,2.0,0.0,5.0,2,0.0,1.0,0.0,0
1449,1449,2.0,0.0,2.0,1,0.0,1.0,0.0,0
1450,1450,5.0,0.0,5.0,3,0.0,1.0,2.0,1
1451,1451,4.0,0.0,5.0,4,0.0,0.0,2.0,1
1452,1452,4.0,1.0,2.0,4,0.0,1.0,1.0,1
1453,1453,5.0,0.0,5.0,3,1.0,2.0,2.0,1
1454,1454,2.0,0.0,5.0,3,1.0,2.0,2.0,1
1455,1455,1.0,1.0,4.0,2,0.0,2.0,2.0,0
1456,1456,1.0,0.0,1.0,2,1.0,1.0,2.0,0
1457,1457,2.0,0.0,2.0,2,0.0,1.0,1.0,0
1458,1458,1.0,0.0,2.0,0,0.0,1.0,1.0,0
1459,1459,4.0,1.0,5.0,2,0.0,1.0,2.0,0
1460,1460,2.0,0.0,5.0,1,0.0,1.0,1.0,0
1461,1461,2.0,0.0,4.0,2,1.0,2.0,2.0,0
1462,1462,2.0,0.0,4.0,0,0.0,1.0,1.0,0
1463,1463,2.0,0.0,4.0,4,0.0,2.0,0.0,0
1464,1464,4.0,0.0,4.0,0,1.0,2.0,0.0,0
1465,1465,4.0,0.0,5.0,2,0.0,2.0,1.0,1
1466,1466,1.0,0.0,4.0,2,0.0,1.0,2.0,0
1467,1467,2.0,1.0,4.0,2,0.0,2.0,2.0,1
1468,1468,2.0,1.0,4.0,1,1.0,2.0,0.0,0
1469,1469,4.0,1.0,5.0,2,0.0,1.0,2.0,1
1470,1470,2.0,0.0,2.0,2,0.0,2.0,2.0,0
1471,1471,1.0,0.0,1.0,4,0.0,0.0,0.0,0
1472,1472,4.0,0.0,4.0,3,1.0,2.0,2.0,0
1473,1473,1.0,0.0,5.0,3,0.0,1.0,2.0,0
1474,1474,1.0,0.0,4.0,1,0.0,1.0,0.0,1
1475,1475,4.0,1.0,5.0,4,0.0,1.0,1.0,1
1476,1476,2.0,0.0,2.0,4,0.0,1.0,2.0,1
1477,1477,2.0,1.0,5.0,3,0.0,0.0,0.0,0
1478,1478,2.0,0.0,4.0,1,0.0,2.0,2.0,0
1479,1479,4.0,0.0,1.0,4,0.0,1.0,1.0,0
1480,1480,1.0,0.0,5.0,0,0.0,1.0,2.0,1
1481,1481,4.0,1.0,4.0,0,0.0,1.0,1.0,0
1482,1482,4.0,0.0,5.0,4,0.0,1.0,2.0,1
1483,1483,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1484,1484,4.0,0.0,5.0,4,0.0,2.0,2.0,0
1485,1485,4.0,1.0,4.0,1,0.0,1.0,2.0,0
1486,1486,1.0,0.0,4.0,4,0.0,1.0,2.0,0
1487,1487,2.0,0.0,5.0,3,0.0,1.0,2.0,0
1488,1488,4.0,0.0,5.0,2,0.0,2.0,2.0,1
1489,1489,4.0,0.0,4.0,4,1.0,2.0,2.0,1
1490,1490,2.0,0.0,4.0,3,0.0,2.0,2.0,0
1491,1491,5.0,1.0,5.0,3,0.0,2.0,2.0,1
1492,1492,2.0,0.0,4.0,4,0.0,1.0,2.0,0
1493,1493,1.0,0.0,5.0,0,0.0,1.0,0.0,0
1494,1494,1.0,0.0,3.0,2,0.0,1.0,2.0,1
1495,1495,5.0,1.0,5.0,0,0.0,1.0,0.0,1
1496,1496,2.0,0.0,4.0,3,0.0,2.0,1.0,1
1497,1497,2.0,0.0,4.0,1,0.0,2.0,2.0,0
1498,1498,2.0,0.0,1.0,1,0.0,0.0,0.0,0
1499,1499,4.0,0.0,4.0,4,0.0,1.0,0.0,0
1500,1500,4.0,0.0,4.0,1,0.0,2.0,2.0,0
1501,1501,4.0,0.0,5.0,3,1.0,2.0,2.0,1
1502,1502,2.0,0.0,1.0,1,0.0,1.0,2.0,0
1503,1503,1.0,0.0,3.0,2,0.0,0.0,2.0,0
1504,1504,4.0,0.0,1.0,2,0.0,1.0,2.0,0
1505,1505,2.0,0.0,3.0,1,0.0,1.0,2.0,0
1506,1506,2.0,0.0,4.0,2,0.0,1.0,1.0,1
1507,1507,2.0,0.0,4.0,4,0.0,1.0,2.0,0
1508,1508,4.0,0.0,5.0,2,1.0,1.0,2.0,1
1509,1509,2.0,0.0,4.0,3,0.0,1.0,2.0,0
1510,1510,1.0,0.0,4.0,0,0.0,0.0,1.0,0
1511,1511,1.0,0.0,2.0,2,0.0,1.0,2.0,0
1512,1512,2.0,0.0,4.0,3,0.0,1.0,1.0,0
1513,1513,5.0,0.0,5.0,2,0.0,1.0,1.0,0
1514,1514,2.0,0.0,4.0,2,0.0,2.0,1.0,0
1515,1515,1.0,0.0,4.0,0,0.0,1.0,2.0,0
1516,1516,2.0,0.0,5.0,4,0.0,1.0,1.0,0
1517,1517,5.0,1.0,5.0,0,0.0,2.0,1.0,0
1518,1518,1.0,0.0,5.0,4,0.0,1.0,1.0,1
1519,1519,2.0,0.0,4.0,1,0.0,2.0,2.0,1
1520,1520,2.0,0.0,4.0,0,0.0,1.0,0.0,0
1521,1521,2.0,1.0,4.0,2,0.0,1.0,1.0,0
1522,1522,1.0,0.0,1.0,0,0.0,2.0,0.0,0
1523,1523,4.0,1.0,5.0,4,0.0,0.0,2.0,1
1524,1524,2.0,1.0,2.0,2,0.0,2.0,1.0,1
1525,1525,1.0,0.0,2.0,0,0.0,1.0,0.0,0
1526,1526,4.0,0.0,4.0,1,0.0,2.0,2.0,1
1527,1527,4.0,0.0,5.0,4,0.0,0.0,2.0,1
1528,1528,4.0,1.0,4.0,3,0.0,1.0,2.0,0
1529,1529,4.0,0.0,5.0,0,0.0,1.0,2.0,0
1530,1530,2.0,0.0,4.0,0,0.0,2.0,2.0,0
1531,1531,4.0,1.0,5.0,4,0.0,1.0,2.0,1
1532,1532,4.0,0.0,2.0,1,0.0,1.0,1.0,0
1533,1533,4.0,1.0,5.0,2,0.0,1.0,2.0,1
1534,1534,2.0,0.0,2.0,3,0.0,2.0,1.0,0
1535,1535,1.0,0.0,4.0,2,1.0,1.0,2.0,0
1536,1536,1.0,0.0,1.0,2,0.0,1.0,0.0,0
1537,1537,5.0,0.0,5.0,3,0.0,1.0,1.0,1
1538,1538,2.0,0.0,4.0,3,0.0,1.0,1.0,1
1539,1539,2.0,0.0,4.0,1,0.0,2.0,2.0,0
1540,1540,1.0,0.0,5.0,2,0.0,2.0,1.0,0
1541,1541,4.0,0.0,4.0,0,0.0,1.0,0.0,0
1542,1542,2.0,1.0,5.0,1,0.0,2.0,2.0,1
1543,1543,2.0,0.0,5.0,4,0.0,2.0,2.0,1
1544,1544,2.0,0.0,4.0,3,0.0,1.0,2.0,0
1545,1545,1.0,0.0,1.0,0,0.0,2.0,2.0,0
1546,1546,2.0,0.0,4.0,0,0.0,1.0,1.0,0
1547,1547,1.0,0.0,2.0,2,0.0,2.0,2.0,0
1548,1548,1.0,1.0,4.0,1,1.0,2.0,2.0,0
1549,1549,1.0,0.0,4.0,4,0.0,1.0,1.0,0
1550,1550,4.0,0.0,4.0,2,0.0,1.0,2.0,0
1551,1551,4.0,1.0,5.0,4,0.0,1.0,1.0,1
1552,1552,2.0,1.0,5.0,3,0.0,2.0,2.0,1
1553,1553,2.0,0.0,5.0,4,0.0,1.0,2.0,0
1554,1554,2.0,0.0,2.0,3,0.0,1.0,2.0,0
1555,1555,2.0,0.0,4.0,4,0.0,1.0,2.0,1
1556,1556,5.0,0.0,5.0,4,0.0,0.0,2.0,1
1557,1557,4.0,1.0,4.0,2,0.0,1.0,2.0,1
1558,1558,2.0,0.0,4.0,0,0.0,1.0,0.0,0
1559,1559,2.0,1.0,5.0,1,0.0,1.0,1.0,1
1560,1560,1.0,0.0,2.0,1,0.0,2.0,1.0,0
1561,1561,4.0,0.0,5.0,3,0.0,1.0,2.0,0
1562,1562,2.0,0.0,3.0,0,0.0,0.0,0.0,0
1563,1563,5.0,1.0,5.0,2,0.0,0.0,2.0,0
1564,1564,2.0,1.0,4.0,0,0.0,1.0,2.0,0
1565,1565,4.0,1.0,5.0,0,1.0,2.0,2.0,1
1566,1566,2.0,1.0,4.0,4,0.0,1.0,1.0,1
1567,1567,4.0,1.0,5.0,3,0.0,2.0,2.0,1
1568,1568,2.0,1.0,5.0,1,1.0,2.0,2.0,1
1569,1569,4.0,0.0,5.0,2,0.0,1.0,2.0,0
1570,1570,4.0,0.0,5.0,2,1.0,2.0,2.0,1
1571,1571,4.0,1.0,5.0,3,0.0,2.0,2.0,0
1572,1572,4.0,1.0,4.0,3,0.0,1.0,1.0,1
1573,1573,1.0,0.0,3.0,4,0.0,2.0,2.0,0
1574,1574,5.0,1.0,5.0,3,1.0,1.0,2.0,1
1575,1575,2.0,1.0,4.0,2,0.0,2.0,2.0,0
1576,1576,4.0,1.0,4.0,3,0.0,1.0,1.0,0
1577,1577,1.0,0.0,1.0,1,1.0,1.0,2.0,0
1578,1578,2.0,1.0,4.0,3,0.0,0.0,2.0,0
1579,1579,4.0,1.0,4.0,3,0.0,1.0,2.0,1
1580,1580,2.0,1.0,4.0,3,0.0,1.0,1.0,0
1581,1581,1.0,0.0,4.0,1,0.0,1.0,1.0,0
1582,1582,1.0,0.0,3.0,4,0.0,1.0,1.0,1
1583,1583,2.0,0.0,5.0,4,0.0,0.0,0.0,1
1584,1584,2.0,0.0,4.0,4,0.0,2.0,2.0,0
1585,1585,2.0,0.0,4.0,4,0.0,0.0,2.0,0
1586,1586,1.0,0.0,4.0,1,0.0,1.0,2.0,0
1587,1587,4.0,0.0,5.0,3,0.0,2.0,2.0,1
1588,1588,1.0,0.0,4.0,4,0.0,1.0,2.0,0
1589,1589,4.0,0.0,5.0,2,0.0,2.0,2.0,1
1590,1590,2.0,0.0,5.0,0,0.0,1.0,0.0,1
1591,1591,4.0,1.0,5.0,3,0.0,2.0,2.0,1
1592,1592,1.0,0.0,4.0,2,1.0,2.0,0.0,0
1593,1593,2.0,0.0,4.0,4,0.0,1.0,0.0,1
1594,1594,2.0,1.0,5.0,3,0.0,2.0,2.0,1
1595,1595,4.0,0.0,5.0,4,0.0,1.0,2.0,1
1596,1596,2.0,1.0,5.0,3,0.0,2.0,2.0,1
1597,1597,1.0,0.0,2.0,0,0.0,1.0,1.0,0
1598,1598,2.0,0.0,1.0,1,0.0,2.0,2.0,0
1599,1599,5.0,0.0,2.0,0,0.0,1.0,2.0,1
1600,1600,4.0,0.0,5.0,1,0.0,2.0,2.0,1
1601,1601,5.0,0.0,5.0,4,0.0,1.0,2.0,1
1602,1602,2.0,0.0,2.0,2,0.0,2.0,1.0,0
1603,1603,5.0,0.0,5.0,3,0.0,2.0,2.0,1
1604,1604,2.0,0.0,1.0,1,0.0,1.0,2.0,0
1605,1605,5.0,1.0,5.0,4,0.0,1.0,2.0,1
1606,1606,1.0,0.0,2.0,0,0.0,0.0,1.0,0
1607,1607,1.0,0.0,4.0,0,0.0,1.0,0.0,0
1608,1608,1.0,0.0,5.0,4,0.0,1.0,1.0,0
1609,1609,1.0,0.0,4.0,0,0.0,2.0,0.0,1
1610,1610,4.0,1.0,4.0,1,0.0,2.0,2.0,1
1611,1611,4.0,1.0,2.0,4,0.0,1.0,2.0,1
1612,1612,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1613,1613,5.0,0.0,3.0,3,0.0,0.0,2.0,0
1614,1614,2.0,0.0,4.0,2,1.0,1.0,2.0,0
1615,1615,5.0,0.0,5.0,4,0.0,0.0,2.0,1
1616,1616,2.0,0.0,2.0,0,0.0,1.0,0.0,0
1617,1617,1.0,0.0,4.0,3,0.0,1.0,1.0,0
1618,1618,2.0,0.0,5.0,2,0.0,2.0,2.0,1
1619,1619,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1620,1620,2.0,0.0,4.0,2,0.0,1.0,2.0,1
1621,1621,1.0,1.0,4.0,0,0.0,2.0,2.0,1
1622,1622,1.0,0.0,2.0,2,0.0,0.0,2.0,0
1623,1623,1.0,0.0,5.0,2,0.0,2.0,0.0,0
1624,1624,4.0,0.0,5.0,4,0.0,0.0,2.0,0
1625,1625,2.0,0.0,5.0,0,1.0,2.0,1.0,1
1626,1626,5.0,1.0,5.0,2,1.0,2.0,2.0,1
1627,1627,1.0,0.0,5.0,0,0.0,1.0,2.0,0
1628,1628,2.0,1.0,2.0,2,0.0,1.0,1.0,1
1629,1629,5.0,0.0,2.0,3,0.0,1.0,0.0,0
1630,1630,1.0,0.0,1.0,3,0.0,0.0,1.0,0
1631,1631,5.0,1.0,4.0,1,0.0,1.0,2.0,1
1632,1632,2.0,0.0,5.0,1,0.0,2.0,0.0,1
1633,1633,4.0,0.0,5.0,4,0.0,1.0,2.0,1
1634,1634,2.0,0.0,4.0,3,0.0,1.0,2.0,1
1635,1635,3.0,0.0,3.0,4,0.0,1.0,2.0,1
1636,1636,2.0,0.0,4.0,0,0.0,0.0,2.0,0
1637,1637,3.0,0.0,4.0,4,0.0,1.0,2.0,0
1638,1638,5.0,1.0,5.0,1,0.0,0.0,2.0,1
1639,1639,1.0,0.0,2.0,2,0.0,1.0,2.0,0
1640,1640,1.0,0.0,4.0,3,0.0,2.0,2.0,0
1641,1641,2.0,1.0,2.0,3,0.0,2.0,2.0,0
1642,1642,2.0,1.0,4.0,0,0.0,2.0,0.0,0
1643,1643,2.0,0.0,4.0,0,0.0,0.0,0.0,0
1644,1644,2.0,0.0,4.0,0,0.0,1.0,1.0,0
1645,1645,2.0,0.0,4.0,3,0.0,2.0,0.0,0
1646,1646,2.0,0.0,4.0,0,0.0,2.0,1.0,0
1647,1647,2.0,0.0,4.0,3,0.0,2.0,2.0,1
1648,1648,3.0,1.0,1.0,4,0.0,0.0,2.0,1
1649,1649,2.0,0.0,5.0,4,0.0,1.0,2.0,1
1650,1650,4.0,1.0,5.0,2,0.0,1.0,2.0,1
1651,1651,2.0,1.0,4.0,0,1.0,1.0,1.0,0
1652,1652,2.0,0.0,5.0,3,0.0,1.0,2.0,0
1653,1653,1.0,0.0,5.0,0,0.0,1.0,2.0,0
1654,1654,1.0,1.0,2.0,0,0.0,1.0,1.0,0
1655,1655,1.0,0.0,4.0,0,0.0,2.0,0.0,0
1656,1656,2.0,0.0,4.0,3,0.0,2.0,2.0,1
1657,1657,2.0,0.0,3.0,3,0.0,1.0,0.0,0
1658,1658,4.0,0.0,4.0,0,0.0,1.0,1.0,1
1659,1659,2.0,0.0,4.0,2,0.0,1.0,2.0,0
1660,1660,1.0,0.0,2.0,1,0.0,1.0,2.0,0
1661,1661,4.0,0.0,5.0,4,0.0,2.0,2.0,0
1662,1662,1.0,1.0,5.0,1,0.0,2.0,2.0,1
1663,1663,5.0,1.0,5.0,2,0.0,2.0,1.0,1
1664,1664,5.0,0.0,2.0,0,0.0,2.0,2.0,0
1665,1665,4.0,0.0,4.0,3,0.0,2.0,2.0,0
1666,1666,1.0,0.0,3.0,3,0.0,1.0,0.0,0
1667,1667,2.0,1.0,5.0,1,0.0,2.0,2.0,0
1668,1668,2.0,0.0,5.0,2,0.0,2.0,2.0,0
1669,1669,2.0,0.0,5.0,3,0.0,2.0,1.0,0
1670,1670,4.0,1.0,5.0,4,0.0,1.0,2.0,1
1671,1671,5.0,1.0,4.0,0,1.0,1.0,1.0,0
1672,1672,2.0,0.0,4.0,4,0.0,1.0,1.0,0
1673,1673,2.0,1.0,5.0,4,0.0,2.0,0.0,0
1674,1674,5.0,0.0,2.0,3,0.0,2.0,1.0,1
1675,1675,1.0,1.0,5.0,3,0.0,2.0,2.0,1
1676,1676,2.0,0.0,5.0,4,0.0,1.0,1.0,1
1677,1677,5.0,1.0,4.0,2,0.0,1.0,2.0,0
1678,1678,1.0,0.0,4.0,2,0.0,1.0,1.0,0
1679,1679,4.0,1.0,5.0,3,0.0,1.0,2.0,1
1680,1680,4.0,1.0,4.0,4,0.0,1.0,2.0,1
1681,1681,4.0,1.0,5.0,3,0.0,2.0,1.0,1
1682,1682,2.0,0.0,2.0,3,0.0,1.0,2.0,0
1683,1683,2.0,0.0,2.0,3,0.0,2.0,0.0,0
1684,1684,2.0,0.0,4.0,2,0.0,1.0,2.0,0
1685,1685,4.0,1.0,4.0,0,0.0,1.0,1.0,1
1686,1686,2.0,0.0,4.0,0,0.0,1.0,0.0,0
1687,1687,3.0,0.0,5.0,4,0.0,2.0,2.0,1
1688,1688,1.0,1.0,4.0,2,0.0,1.0,2.0,0
1689,1689,2.0,0.0,4.0,0,0.0,1.0,0.0,0
1690,1690,1.0,0.0,5.0,2,0.0,1.0,2.0,1
1691,1691,2.0,0.0,4.0,1,0.0,1.0,2.0,0
1692,1692,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1693,1693,1.0,0.0,4.0,0,0.0,1.0,2.0,0
1694,1694,1.0,0.0,4.0,2,0.0,1.0,2.0,0
1695,1695,4.0,1.0,4.0,4,0.0,1.0,2.0,1
1696,1696,4.0,0.0,5.0,0,0.0,2.0,2.0,1
1697,1697,4.0,1.0,5.0,2,0.0,2.0,2.0,0
1698,1698,4.0,0.0,5.0,4,0.0,2.0,2.0,1
1699,1699,2.0,0.0,2.0,1,0.0,1.0,2.0,0
1700,1700,1.0,0.0,4.0,3,0.0,1.0,0.0,0
1701,1701,1.0,0.0,5.0,3,0.0,0.0,2.0,1
1702,1702,2.0,0.0,4.0,4,0.0,1.0,1.0,0
1703,1703,4.0,0.0,5.0,2,0.0,1.0,2.0,1
1704,1704,2.0,0.0,4.0,1,0.0,1.0,2.0,0
1705,1705,2.0,0.0,4.0,0,0.0,2.0,1.0,1
1706,1706,4.0,1.0,5.0,1,0.0,1.0,1.0,1
1707,1707,4.0,0.0,5.0,0,1.0,1.0,1.0,1
1708,1708,4.0,1.0,4.0,4,0.0,1.0,2.0,1
1709,1709,4.0,0.0,3.0,3,0.0,0.0,2.0,0
1710,1710,4.0,0.0,4.0,4,0.0,1.0,2.0,0
1711,1711,4.0,1.0,4.0,4,0.0,1.0,1.0,1
1712,1712,4.0,0.0,5.0,4,0.0,0.0,2.0,0
1713,1713,2.0,0.0,5.0,4,1.0,2.0,2.0,0
1714,1714,1.0,1.0,4.0,4,0.0,1.0,1.0,0
1715,1715,2.0,0.0,4.0,2,0.0,1.0,2.0,0
1716,1716,4.0,1.0,4.0,1,0.0,2.0,2.0,0
1717,1717,1.0,0.0,2.0,1,0.0,1.0,1.0,0
1718,1718,4.0,1.0,4.0,0,0.0,2.0,2.0,0
1719,1719,3.0,0.0,3.0,3,0.0,0.0,2.0,0
1720,1720,2.0,1.0,4.0,0,0.0,2.0,1.0,1
1721,1721,2.0,0.0,4.0,4,0.0,1.0,1.0,1
1722,1722,1.0,0.0,4.0,4,0.0,2.0,2.0,0
1723,1723,2.0,0.0,4.0,0,0.0,1.0,2.0,0
1724,1724,2.0,1.0,4.0,2,1.0,2.0,2.0,1
1725,1725,4.0,1.0,4.0,4,0.0,1.0,0.0,1
1726,1726,5.0,0.0,4.0,1,0.0,2.0,2.0,1
1727,1727,4.0,0.0,5.0,4,0.0,0.0,2.0,1
1728,1728,2.0,0.0,4.0,0,0.0,1.0,0.0,0
1729,1729,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1730,1730,1.0,0.0,1.0,3,0.0,1.0,2.0,0
1731,1731,2.0,0.0,4.0,0,1.0,1.0,1.0,0
1732,1732,5.0,1.0,5.0,1,0.0,0.0,2.0,0
1733,1733,2.0,0.0,2.0,0,0.0,1.0,1.0,0
1734,1734,1.0,0.0,4.0,0,0.0,2.0,0.0,0
1735,1735,3.0,0.0,5.0,3,0.0,2.0,1.0,0
1736,1736,1.0,0.0,4.0,3,0.0,1.0,0.0,1
1737,1737,2.0,0.0,5.0,2,1.0,2.0,1.0,1
1738,1738,5.0,0.0,5.0,2,1.0,2.0,2.0,1
1739,1739,2.0,0.0,4.0,0,0.0,0.0,1.0,0
1740,1740,2.0,1.0,5.0,0,0.0,0.0,2.0,1
1741,1741,3.0,1.0,5.0,4,0.0,2.0,2.0,1
1742,1742,2.0,0.0,2.0,3,1.0,1.0,0.0,0
1743,1743,2.0,0.0,2.0,2,0.0,2.0,2.0,0
1744,1744,2.0,0.0,5.0,4,0.0,1.0,2.0,0
1745,1745,4.0,0.0,5.0,4,0.0,0.0,2.0,1
1746,1746,4.0,1.0,4.0,4,0.0,1.0,2.0,1
1747,1747,2.0,0.0,5.0,2,0.0,1.0,1.0,0
1748,1748,2.0,0.0,4.0,4,0.0,1.0,2.0,0
1749,1749,1.0,0.0,4.0,2,0.0,1.0,0.0,0
1750,1750,4.0,0.0,5.0,2,0.0,2.0,0.0,1
1751,1751,2.0,1.0,4.0,3,0.0,2.0,1.0,0
1752,1752,2.0,0.0,2.0,2,1.0,2.0,1.0,0
1753,1753,2.0,0.0,2.0,3,0.0,1.0,2.0,0
1754,1754,4.0,0.0,4.0,3,0.0,0.0,2.0,1
1755,1755,1.0,0.0,1.0,4,0.0,0.0,2.0,0
1756,1756,1.0,0.0,4.0,0,0.0,1.0,2.0,0
1757,1757,2.0,0.0,4.0,4,0.0,1.0,0.0,1
1758,1758,4.0,1.0,5.0,4,1.0,0.0,0.0,1
1759,1759,5.0,1.0,5.0,4,0.0,0.0,2.0,1
1760,1760,4.0,1.0,4.0,2,0.0,0.0,2.0,1
1761,1761,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1762,1762,1.0,0.0,5.0,4,0.0,0.0,0.0,0
1763,1763,1.0,0.0,4.0,3,0.0,1.0,1.0,1
1764,1764,4.0,0.0,4.0,4,0.0,0.0,2.0,1
1765,1765,5.0,0.0,4.0,3,0.0,0.0,1.0,0
1766,1766,4.0,0.0,4.0,0,0.0,0.0,2.0,0
1767,1767,2.0,0.0,4.0,3,0.0,2.0,2.0,1
1768,1768,4.0,1.0,4.0,0,0.0,1.0,1.0,1
1769,1769,2.0,0.0,2.0,1,0.0,2.0,1.0,0
1770,1770,4.0,0.0,5.0,3,0.0,2.0,1.0,0
1771,1771,4.0,0.0,4.0,0,0.0,1.0,2.0,0
1772,1772,4.0,0.0,4.0,0,0.0,1.0,2.0,0
1773,1773,1.0,1.0,2.0,4,0.0,1.0,0.0,0
1774,1774,5.0,0.0,4.0,1,0.0,1.0,2.0,0
1775,1775,2.0,0.0,4.0,0,0.0,2.0,1.0,1
1776,1776,2.0,0.0,4.0,3,0.0,2.0,2.0,0
1777,1777,2.0,0.0,4.0,4,0.0,1.0,2.0,0
1778,1778,4.0,1.0,5.0,4,0.0,1.0,2.0,1
1779,1779,5.0,0.0,5.0,2,0.0,1.0,2.0,0
1780,1780,1.0,0.0,4.0,3,0.0,0.0,2.0,0
1781,1781,1.0,0.0,4.0,3,1.0,1.0,2.0,0
1782,1782,1.0,0.0,4.0,2,0.0,2.0,2.0,0
1783,1783,4.0,0.0,5.0,3,0.0,2.0,2.0,1
1784,1784,2.0,1.0,4.0,2,0.0,1.0,2.0,1
1785,1785,2.0,0.0,5.0,2,0.0,2.0,2.0,1
1786,1786,4.0,1.0,4.0,1,0.0,2.0,2.0,1
1787,1787,4.0,1.0,5.0,2,0.0,2.0,2.0,1
1788,1788,2.0,1.0,4.0,3,0.0,1.0,2.0,0
1789,1789,1.0,1.0,2.0,3,0.0,1.0,2.0,0
1790,1790,5.0,1.0,5.0,4,0.0,2.0,2.0,1
1791,1791,5.0,1.0,5.0,3,0.0,2.0,2.0,1
1792,1792,2.0,0.0,4.0,4,1.0,1.0,1.0,1
1793,1793,4.0,1.0,5.0,4,0.0,2.0,2.0,1
1794,1794,2.0,0.0,5.0,0,0.0,1.0,2.0,0
1795,1795,5.0,0.0,5.0,3,0.0,1.0,2.0,1
1796,1796,4.0,1.0,5.0,4,0.0,1.0,1.0,1
1797,1797,5.0,1.0,5.0,3,0.0,1.0,2.0,1
1798,1798,4.0,0.0,5.0,0,1.0,2.0,2.0,1
1799,1799,5.0,0.0,5.0,4,0.0,0.0,1.0,1
1800,1800,4.0,1.0,4.0,3,0.0,1.0,2.0,1
1801,1801,1.0,0.0,3.0,4,0.0,2.0,1.0,0
1802,1802,4.0,0.0,5.0,2,0.0,1.0,2.0,1
1803,1803,1.0,1.0,4.0,4,0.0,1.0,2.0,1
1804,1804,4.0,1.0,5.0,4,0.0,1.0,2.0,1
1805,1805,1.0,0.0,4.0,2,0.0,2.0,1.0,0
1806,1806,2.0,1.0,5.0,4,0.0,0.0,1.0,1
1807,1807,1.0,0.0,4.0,3,0.0,1.0,1.0,0
1808,1808,5.0,1.0,4.0,1,1.0,2.0,1.0,1
1809,1809,4.0,1.0,4.0,1,0.0,1.0,2.0,0
1810,1810,3.0,0.0,3.0,3,0.0,1.0,2.0,0
1811,1811,2.0,0.0,4.0,0,0.0,1.0,2.0,0
1812,1812,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1813,1813,1.0,0.0,4.0,4,0.0,1.0,2.0,0
1814,1814,4.0,0.0,5.0,1,0.0,1.0,2.0,1
1815,1815,5.0,1.0,5.0,0,0.0,1.0,2.0,0
1816,1816,4.0,1.0,5.0,2,0.0,2.0,1.0,1
1817,1817,4.0,1.0,4.0,3,0.0,1.0,1.0,1
1818,1818,4.0,0.0,4.0,4,0.0,2.0,2.0,1
1819,1819,2.0,0.0,4.0,2,0.0,1.0,2.0,0
1820,1820,1.0,0.0,3.0,4,0.0,2.0,0.0,0
1821,1821,4.0,0.0,2.0,2,1.0,0.0,2.0,1
1822,1822,4.0,1.0,5.0,4,0.0,1.0,2.0,0
1823,1823,2.0,0.0,5.0,0,0.0,1.0,2.0,0
1824,1824,4.0,0.0,5.0,4,0.0,2.0,2.0,0
1825,1825,4.0,0.0,4.0,0,0.0,0.0,1.0,0
1826,1826,1.0,0.0,4.0,3,0.0,2.0,0.0,0
1827,1827,4.0,0.0,4.0,1,0.0,1.0,2.0,0
1828,1828,5.0,0.0,5.0,1,1.0,2.0,2.0,1
1829,1829,4.0,0.0,4.0,3,0.0,1.0,0.0,1
1830,1830,2.0,0.0,4.0,2,0.0,2.0,2.0,0
1831,1831,2.0,1.0,4.0,3,0.0,1.0,2.0,1
1832,1832,2.0,1.0,5.0,0,1.0,2.0,2.0,0
1833,1833,1.0,0.0,3.0,1,0.0,1.0,0.0,0
1834,1834,2.0,1.0,4.0,2,0.0,1.0,2.0,0
1835,1835,1.0,0.0,3.0,3,0.0,1.0,1.0,0
1836,1836,2.0,0.0,4.0,0,0.0,1.0,2.0,0
1837,1837,2.0,0.0,4.0,1,0.0,1.0,2.0,0
1838,1838,3.0,1.0,4.0,4,0.0,1.0,0.0,1
1839,1839,2.0,0.0,3.0,4,0.0,2.0,2.0,1
1840,1840,2.0,0.0,2.0,0,0.0,1.0,0.0,0
1841,1841,4.0,1.0,4.0,3,0.0,2.0,2.0,1
1842,1842,4.0,0.0,5.0,2,1.0,2.0,1.0,1
1843,1843,3.0,0.0,3.0,3,0.0,0.0,2.0,0
1844,1844,3.0,1.0,5.0,4,0.0,0.0,1.0,1
1845,1845,4.0,0.0,4.0,0,1.0,2.0,2.0,1
